,truck_id,bridge_id,bridge_condition,bridge_length,start_time,end_time,wait_duration
0,Truck27360,1002288,D,6.4,547,564.5657842996733,17.56578429967326
1,Truck27361,1002288,D,6.4,552,565.2865232702098,13.286523270209845
2,Truck27362,1002288,D,6.4,557,572.7262532185129,15.726253218512817
3,Truck27363,1002288,D,6.4,562,573.1807097923614,11.180709792361395
4,Truck27364,1002288,D,6.4,567,582.8007803302121,15.800780330212064
5,Truck27365,1002288,D,6.4,572,588.4605327302494,16.46053273024942
6,Truck27366,1002288,D,6.4,577,588.3361376027543,11.336137602754306
7,Truck27367,1002288,D,6.4,582,596.1655341563036,14.16553415630354
8,Truck27368,1002288,D,6.4,587,602.9622947391472,15.962294739147229
9,Truck27369,1002288,D,6.4,592,607.7887176607289,15.788717660728928
10,Truck27370,1002288,D,6.4,597,614.808580535412,17.808580535412055
11,Truck27371,1002288,D,6.4,602,620.9245427352191,18.92454273521914
12,Truck27372,1002288,D,6.4,607,617.8846822566709,10.884682256670912
13,Truck27373,1002288,D,6.4,612,623.0068046550084,11.006804655008386
14,Truck27374,1002288,D,6.4,617,629.6988822007078,12.69888220070782
15,Truck27375,1002288,D,6.4,622,641.4212665531975,19.421266553197448
16,Truck27376,1002288,D,6.4,627,643.7035358666479,16.703535866647893
17,Truck27377,1002288,D,6.4,632,645.3904877045284,13.39048770452841
18,Truck27378,1002288,D,6.4,637,651.6849520529356,14.684952052935671
19,Truck27379,1002288,D,6.4,642,653.6206021013991,11.620602101399033
20,Truck27380,1002288,D,6.4,647,664.5024757016606,17.502475701660664
21,Truck27381,1002288,D,6.4,652,664.3951740796546,12.395174079654604
22,Truck27382,1002288,D,6.4,657,674.9470726851179,17.947072685117824
23,Truck27383,1002288,D,6.4,662,678.7321352563911,16.732135256391075
24,Truck27384,1002288,D,6.4,667,680.1267471178768,13.12674711787678
25,Truck27385,1002288,D,6.4,672,687.2050122902933,15.205012290293293
26,Truck27386,1002288,D,6.4,677,689.233795313569,12.233795313569
27,Truck27387,1002288,D,6.4,682,694.2837002487375,12.283700248737492
28,Truck27388,1002288,D,6.4,687,699.7617006095256,12.761700609525633
29,Truck27389,1002288,D,6.4,692,704.5314304883331,12.531430488333026
30,Truck27390,1002288,D,6.4,697,716.3150402281979,19.315040228197894
31,Truck27391,1002288,D,6.4,702,712.2178262285017,10.21782622850177
32,Truck27392,1002288,D,6.4,707,726.1039061564345,19.10390615643447
33,Truck27393,1002288,D,6.4,712,729.569745218853,17.56974521885298
34,Truck27394,1002288,D,6.4,717,733.5198598897957,16.51985988979575
35,Truck27395,1002288,D,6.4,722,735.1752914404317,13.175291440431684
36,Truck27396,1002288,D,6.4,727,738.8483180430783,11.848318043078232
37,Truck27397,1002288,D,6.4,732,742.6462587791749,10.6462587791749
38,Truck27398,1002288,D,6.4,737,752.4477481039494,15.447748103949365
39,Truck27399,1002288,D,6.4,742,758.5675249607095,16.567524960709534
40,Truck27400,1002288,D,6.4,747,763.9029476188724,16.90294761887244
41,Truck27401,1002288,D,6.4,752,766.2953783463759,14.295378346375873
42,Truck27402,1002288,D,6.4,757,769.7650580675712,12.765058067571212
43,Truck27403,1002288,D,6.4,762,772.6236880326115,10.62368803261154
44,Truck27404,1002288,D,6.4,767,777.1457686935734,10.145768693573313
45,Truck27405,1002288,D,6.4,772,785.888036929145,13.888036929144992
